HELLO,0.660704,0.743140,0.000000,0.573839,0.714623,-0.023574,0.506700,0.631000,-0.029288,0.468195,0.560061,-0.034423,0.434569,0.509058,-0.039517,0.583743,0.476031,-0.005217,0.549330,0.372448,-0.019346,0.530996,0.306751,-0.035206,0.519176,0.245582,-0.049135,0.632611,0.456495,-0.011472,0.621684,0.333342,-0.023301,0.616027,0.253607,-0.039712,0.613350,0.188560,-0.053490,0.678285,0.465539,-0.022998,0.683560,0.349187,-0.042019,0.683647,0.273773,-0.060288,0.681481,0.206385,-0.074161,0.722081,0.494771,-0.036994,0.746854,0.406084,-0.057573,0.758943,0.346792,-0.069380,0.766687,0.288876,-0.078369
HELLO,0.356797,0.747097,0.000000,0.280638,0.708355,-0.021817,0.232841,0.625659,-0.029717,0.204489,0.549813,-0.038893,0.171903,0.485082,-0.048403,0.299136,0.487619,0.000888,0.264298,0.391004,-0.016596,0.238884,0.329558,-0.035806,0.220379,0.270226,-0.051775,0.343124,0.467482,-0.007758,0.330383,0.346030,-0.022671,0.318615,0.266363,-0.042211,0.309592,0.198613,-0.058282,0.383426,0.474591,-0.022074,0.383542,0.358210,-0.040474,0.377787,0.284329,-0.057687,0.369861,0.219039,-0.070829,0.423829,0.502169,-0.039451,0.436086,0.411649,-0.057876,0.435618,0.350319,-0.068792,0.429052,0.294147,-0.077273
HELLO,0.569549,0.647539,0.000000,0.493911,0.593417,-0.034874,0.438425,0.498306,-0.053282,0.411027,0.412433,-0.069834,0.385100,0.335713,-0.085872,0.516827,0.344725,-0.024213,0.489756,0.232018,-0.050811,0.474417,0.160263,-0.074934,0.467656,0.093944,-0.093621,0.572291,0.328912,-0.030008,0.568020,0.196877,-0.053182,0.565654,0.110141,-0.075719,0.565326,0.034562,-0.093070,0.621850,0.343922,-0.041646,0.631038,0.219368,-0.067434,0.636289,0.138086,-0.085562,0.639077,0.064604,-0.098540,0.667761,0.381914,-0.056897,0.684452,0.283429,-0.080619,0.693018,0.215760,-0.091299,0.696586,0.152458,-0.098650
HELLO,0.701305,0.831702,0.000000,0.622838,0.773641,-0.026424,0.566677,0.679180,-0.039218,0.537262,0.598104,-0.050779,0.520924,0.522958,-0.061923,0.646360,0.536806,-0.016885,0.629338,0.419577,-0.037480,0.620452,0.353028,-0.056426,0.617826,0.294969,-0.069956,0.702502,0.528737,-0.022655,0.708189,0.395834,-0.035034,0.713317,0.317624,-0.049248,0.720378,0.258404,-0.060596,0.752509,0.547671,-0.033480,0.769740,0.425143,-0.048854,0.781703,0.355264,-0.058158,0.792812,0.298905,-0.065212,0.795675,0.586273,-0.047397,0.815363,0.494015,-0.063178,0.829584,0.436938,-0.066054,0.843679,0.387883,-0.067126
HELLO,0.430736,0.672246,0.000000,0.351416,0.632641,-0.034048,0.295400,0.545633,-0.050568,0.268146,0.464214,-0.065124,0.237867,0.390994,-0.079450,0.365515,0.395972,-0.023434,0.333089,0.290362,-0.048839,0.311965,0.221655,-0.071946,0.297492,0.157248,-0.090001,0.418323,0.375202,-0.028365,0.411420,0.247648,-0.049323,0.402572,0.162971,-0.070842,0.394626,0.089964,-0.087922,0.465036,0.384840,-0.038920,0.470152,0.264477,-0.062180,0.469085,0.186386,-0.079593,0.464840,0.116029,-0.092519,0.509027,0.416045,-0.053093,0.522559,0.322323,-0.075599,0.524774,0.257575,-0.086584,0.521190,0.197578,-0.094379
HELLO,0.720893,0.724542,0.000000,0.637139,0.679988,-0.033273,0.570937,0.591023,-0.048687,0.534716,0.507827,-0.060891,0.503515,0.445813,-0.072672,0.661029,0.440039,-0.030325,0.640681,0.323479,-0.052408,0.632904,0.252043,-0.071692,0.630253,0.189152,-0.086940,0.716010,0.431712,-0.033677,0.718208,0.303097,-0.050913,0.721987,0.223737,-0.067523,0.727631,0.157604,-0.081147,0.765075,0.452128,-0.041980,0.782781,0.336022,-0.063778,0.793786,0.263907,-0.079698,0.802248,0.198952,-0.091841,0.811005,0.493624,-0.053372,0.845788,0.411456,-0.076198,0.867094,0.355856,-0.086851,0.885049,0.300109,-0.094171
HELLO,0.524157,0.863243,0.000000,0.439767,0.813065,-0.036860,0.380036,0.708610,-0.050944,0.348505,0.613939,-0.062182,0.320136,0.536495,-0.072372,0.469695,0.549177,-0.019195,0.450366,0.423406,-0.040764,0.438884,0.348178,-0.061139,0.434782,0.282075,-0.076873,0.529387,0.540507,-0.021441,0.536236,0.399626,-0.036919,0.540114,0.312421,-0.053945,0.546206,0.244184,-0.067849,0.581966,0.562146,-0.030285,0.603302,0.433059,-0.049746,0.615054,0.359120,-0.062245,0.624455,0.296362,-0.071875,0.628897,0.605867,-0.043322,0.658247,0.511232,-0.061726,0.675746,0.453719,-0.067419,0.691006,0.401705,-0.071435
HELLO,0.737049,0.746134,0.000000,0.658952,0.708445,-0.027126,0.597749,0.620710,-0.038232,0.568363,0.535027,-0.048315,0.546761,0.461683,-0.057635,0.661612,0.470746,-0.014319,0.633106,0.360470,-0.034898,0.618893,0.293116,-0.053881,0.612168,0.231897,-0.068830,0.710972,0.454076,-0.020456,0.702997,0.324808,-0.037278,0.700438,0.242995,-0.055432,0.701068,0.175742,-0.069797,0.757966,0.464121,-0.031925,0.765181,0.343283,-0.053301,0.769950,0.266449,-0.070076,0.771959,0.199527,-0.082463,0.804659,0.493739,-0.046208,0.827624,0.402002,-0.067138,0.839164,0.341091,-0.077340,0.845378,0.284330,-0.084674
HELLO,0.531897,0.712029,0.000000,0.453168,0.720558,-0.028875,0.375250,0.683809,-0.040503,0.322230,0.641693,-0.050457,0.277385,0.599779,-0.059411,0.379694,0.519059,-0.013156,0.321037,0.447619,-0.031898,0.284983,0.401079,-0.049654,0.257194,0.357413,-0.063563,0.418952,0.475297,-0.016724,0.373754,0.375661,-0.031674,0.344957,0.310050,-0.048173,0.322568,0.255043,-0.061073,0.464904,0.457861,-0.025795,0.431284,0.359410,-0.045802,0.409068,0.296276,-0.061277,0.388012,0.241309,-0.072011,0.516410,0.458913,-0.037812,0.504183,0.372972,-0.058040,0.492745,0.317738,-0.067570,0.478084,0.268545,-0.073671
HELLO,0.513764,0.704429,0.000000,0.448888,0.636703,-0.034030,0.417155,0.524502,-0.046214,0.415752,0.432275,-0.055470,0.420772,0.356506,-0.063714,0.515289,0.421473,-0.021935,0.517424,0.313558,-0.043861,0.520413,0.242761,-0.062681,0.527916,0.180162,-0.077958,0.567536,0.428830,-0.024925,0.595108,0.315663,-0.044447,0.613576,0.240077,-0.062679,0.629985,0.174164,-0.076933,0.607529,0.461091,-0.033702,0.645988,0.360928,-0.060402,0.668359,0.293155,-0.078054,0.685530,0.227653,-0.090269,0.639640,0.512443,-0.045466,0.688681,0.446611,-0.071850,0.719270,0.400177,-0.084162,0.743922,0.350285,-0.092613
